index,example.X,example.D1,example.D2,example.D3,example.D4,example.D5,example.D6,example.D7,example.D8,example.D9,example.D10,example.D11,example.D12,example.D13,example.D14,example.D15,example.D16,example.D17,example.D18,example.D19,example.D20
02/12/2011,5.488531423,3.600557706,-16.49428116,-0.651000369,-2.167351555,,2.954361786,3.903673111,12.21595208,,14.36683074,1.137740563,-2.397091052,-16.11748581,-16.30199961,7.238498889,3.123738463,1.953083615,8.162131337,-19.92337236,-2.062637825
25/11/2011,6.204767561,2.551067109,-14.08695216,-2.442678631,-1.522954604,,4.321276525,4.735445842,12.06752056,,14.44900788,0.607354211,-3.003731985,-15.54121779,-15.76373407,6.602479724,4.095157394,2.635467179,9.035126072,-20.42984741,-1.443504423
18/11/2011,5.217130252,2.644535211,-12.39628842,-3.693420075,-3.32878769,,5.879047464,4.994962567,10.09816777,,14.19590641,-0.569840814,-3.66542064,-16.79890189,-14.83147648,7.20108736,3.015887202,4.012275318,8.192581163,-20.04030734,-1.579666273
11/11/2011,4.711835223,2.768549864,-11.47552904,-4.669997018,-3.481047546,8.388935224,4.073789257,4.662927145,10.94764576,,13.87516511,-1.740774529,-3.936474735,-16.7430431,-13.58408973,7.665085654,1.521527039,3.562546798,8.810540273,-20.43073103,-0.778120292
04/11/2011,5.5265158,2.3892593,-11.21375886,-4.124615134,-3.139228181,,2.983911973,4.277040457,10.25072168,,13.58253977,-1.162342186,-5.185993387,-15.71981636,-13.81576858,8.329267588,0.249048124,4.513847685,7.45952438,-20.61766105,-0.977113947
28/10/2011,5.830364581,3.623225093,-12.0375447,-4.695372327,-2.482695706,,4.054790389,3.785653255,9.010518266,,13.49207302,-2.51500106,-8.053513724,-14.29311053,-14.40009218,6.896930794,-0.007245257,4.245290599,8.043121117,-20.34900252,0.617344673
21/10/2011,4.830169599,5.011956763,-10.10592293,-3.758522258,-2.961615329,,3.565849901,5.367966084,8.65021036,,13.40997378,-2.0309829,-7.42606977,-14.41209188,-14.44499881,5.091003058,-0.809627728,3.054148747,9.32627328,-19.40542893,1.164101229
14/10/2011,5.152013576,4.068905598,-10.82974391,-3.669643816,-2.421749864,,3.05277604,4.58467365,10.242211,,13.73533864,-1.725014607,-6.696293485,-13.18128043,-15.27244818,4.112115253,0.23235006,4.596255689,9.91181873,-19.15384614,1.949600005
07/10/2011,5.363892455,5.353913517,-11.77198548,-2.75217358,-2.370713189,8.172147634,1.151124602,3.249457248,9.693745754,,13.63380564,-1.644627544,-7.517641206,-12.81594282,-14.15822004,4.817031575,0.150108001,6.030117738,9.119802197,-18.55281339,1.260883286
30/09/2011,5.974368307,5.302666998,-12.04290058,-0.944929019,-1.620713262,,0.111716656,3.268068955,10.62985529,,13.04401904,-1.816629907,-6.789498619,-11.18803566,-15.45603124,4.816449608,0.324486259,5.544619074,7.515005602,-19.13817825,1.543539959
23/09/2011,5.1420081,5.556074698,-13.58536197,-3.37067891,-2.643598103,,0.278199565,4.668135009,10.65905294,,13.24678743,-2.675356616,-7.093999277,-8.596190629,-14.34953216,5.676573801,-0.641137734,4.617983912,7.56855875,-19.02828628,2.752011357
16/09/2011,5.573621296,4.537876726,-14.05990351,-3.963263497,-2.64543193,,-0.207707884,3.895217223,10.53326515,,12.49898927,-0.791249759,-7.517112238,-10.79426349,-15.11217316,5.057348387,-1.449977205,3.925347012,8.170431238,-21.02104297,2.736213936
09/09/2011,4.614378873,5.463043945,-12.2857614,-3.839035298,-2.042309532,9.204210896,0.039342674,4.510973701,11.18697843,,11.96824525,-0.520382309,-7.441128411,-10.73741789,-14.92306494,5.8122952,-2.903953679,2.434542097,7.621721902,-20.94433088,2.670603324
02/09/2011,5.238336142,4.136316673,-11.76458213,-4.409986757,-1.29753354,,-0.625543184,4.595018706,11.94026309,,10.72820331,0.619981643,-8.710153069,-9.128949701,-13.6176064,4.577921964,-2.460042784,2.403907924,6.371427541,-22.11092923,3.181883821
26/08/2011,6.138351146,5.545843142,-11.52178494,-5.404674125,-0.95001448,,-1.428660818,2.443863032,11.19431543,,8.781203942,-1.005279385,-8.76539863,-10.17646272,-12.75993895,3.48482656,-2.192251699,1.981247228,6.208745877,-20.57887241,4.552960777
19/08/2011,6.547288653,6.394390711,-10.88231217,-4.781918562,-0.672015702,,-0.672213716,3.409685383,10.65977476,,8.036555926,-0.381354346,-7.680409384,-9.610565287,-13.79823122,4.877991107,-3.887883869,1.873262807,7.043080922,-19.71340787,3.88524094
12/08/2011,7.189019573,7.27887326,-11.4102284,-3.975529498,0.208096083,7.691141007,0.215349403,2.234780407,10.62377284,,9.277100795,-1.182912707,-8.474072565,-11.3768548,-12.68855231,3.627319588,-3.491372865,-0.749780509,8.747132613,-19.77768044,3.910958995
05/08/2011,7.690308811,8.279378885,-12.16026484,-3.351523692,-1.496178598,,0.177805095,1.45148686,11.1266809,,9.176136195,-0.174075044,-8.327316585,-11.93363894,-12.34255561,2.675790356,-3.684443691,0.724825343,8.734055916,-19.31239497,3.030156117
29/07/2011,6.565076249,8.848587441,-10.8010411,-4.771762854,-0.720893702,,-0.376868378,0.258816546,11.16287873,,7.688168229,0.836910784,-7.932873476,-11.6087382,-11.36292696,1.938613269,-4.413364613,-1.496822151,7.122134226,-18.40270895,3.094460256
22/07/2011,5.675658922,8.124226146,-10.49376662,-4.685436205,-0.063556093,,-1.142384265,-1.640025481,10.82057545,,8.054220821,1.444035827,-6.997898904,-10.57585194,-12.74139204,0.357729847,-3.337875433,-1.251794089,6.035203261,-18.65278714,2.095607066
15/07/2011,6.888154432,7.049125833,-9.524359262,-6.251177539,0.216631877,,-1.817169844,-0.928017117,10.01190822,,9.835303687,0.640208188,-6.733569465,-9.490419578,-11.51049578,-1.272540834,-3.203012147,-1.989897342,3.816711096,-19.42371502,1.241291876
08/07/2011,7.527115225,7.360015782,-7.847524999,-7.698913582,-0.598317973,4.065968664,-1.46047921,-0.811389968,9.167064968,,11.45940621,2.752868223,-7.052867771,-8.747522703,-11.42438713,-2.216393107,-4.938492413,-1.761998892,4.51445086,-19.78218419,1.088780585
01/07/2011,7.243882355,8.209601244,-7.349539439,-5.532693943,-0.557927206,,-2.09313692,0.383423257,8.447373602,,11.57106068,1.251715442,-5.130387796,-8.991868986,-11.85242804,-1.909847069,-5.15613003,-1.485215801,3.453669796,-17.93789261,1.060950448
24/06/2011,7.110417719,8.508407894,-9.025964751,-4.827479335,-0.002735963,,-0.645612565,-0.36023162,8.907887864,,11.15895467,0.961853985,-5.537261821,-8.857325823,-12.41401619,-1.959269815,-4.375986549,-1.735513773,2.79187467,-17.35896605,-0.306297531
17/06/2011,7.067730577,7.134956826,-7.829731102,-4.173871678,-0.96860044,,-0.962608619,-1.135311123,8.52687206,,9.528187591,-1.74389284,-2.73744472,-8.117712566,-12.45403811,-1.765671107,-6.632536604,-2.103432016,4.056583097,-17.73053556,-0.071867003
10/06/2011,8.161174316,6.902544161,-7.808369216,-4.906779937,-1.024433153,1.244415505,-2.929621643,-1.059499557,8.703398376,,8.787860557,-2.566003919,-1.612232834,-6.578441548,-11.97806939,-2.472956055,-6.237587786,-2.006156767,4.647295962,-15.29601269,1.470853224
03/06/2011,8.429874669,6.55751205,-7.624671898,-5.579885965,-0.714287043,,-3.762873031,-1.952109441,8.29710875,,8.334717871,-2.287655707,-1.735642555,-4.652836476,-10.35923741,-1.780913438,-7.576000071,-2.275522368,3.500498142,-14.18218281,1.653988142
27/05/2011,9.235464499,8.097640398,-9.311911407,-5.317151113,0.424718257,,-2.971516613,-1.744783213,6.552577089,,8.540446995,-1.433418505,-0.918012483,-5.838695006,-11.10990718,-1.634457368,-6.912185424,-4.065511038,2.178299475,-15.09738178,1.246872969
20/05/2011,10.40793316,8.418581323,-7.925005717,-6.279832108,-0.42085249,,-2.194952953,-2.032187364,6.04368757,,8.131683462,0.258251753,0.221396809,-5.406201639,-9.694620895,-1.392158362,-8.299530935,-2.556563118,2.245263988,-13.49669552,0.634420932
13/05/2011,10.93570464,8.49928396,-5.084489979,-5.226138436,0.045507756,-0.238854303,-1.110586219,-2.799721874,7.091388082,,7.827405852,-0.171294431,2.187966216,-3.700683874,-10.77979207,-1.781479458,-9.891060459,-3.147036914,2.144065848,-13.50701813,-0.338603827
06/05/2011,10.91531988,9.371166246,-5.817544753,-4.930122281,0.187252938,,-0.520811676,-1.625137214,6.858221218,,7.23890465,1.931780076,2.405350722,-4.018654501,-9.890942976,-2.265769903,-9.77378202,-2.673307888,3.418229342,-15.61140115,-1.249119788
29/04/2011,11.69359149,9.62474212,-4.506508528,-6.077752161,-0.452664154,,-0.97417407,-1.443171417,4.30316152,,7.721204735,0.12995398,1.088734014,-3.082571645,-8.747259095,-4.139629649,-10.00953543,-3.41418144,2.575941851,-14.02573174,-1.373751314
22/04/2011,9.657097667,9.370456584,-4.817094947,-6.724629876,-1.306873539,,-2.720006919,-0.964372794,5.610176024,,7.119821529,0.856323297,-0.883494897,-2.064955665,-10.40382775,-5.43039794,-10.4575284,-4.179724292,1.627850578,-11.26601745,-0.618797254
15/04/2011,9.520070971,8.143458902,-4.692863115,-7.956328414,-1.878960732,,-2.159526272,-1.647245702,5.587554762,,6.628234859,3.109759638,-1.448407893,-2.057733681,-10.19442927,-7.164287246,-9.514891918,-2.915949043,2.154349272,-11.59257853,-0.431870442
08/04/2011,9.889974499,8.661712616,-4.298893657,-8.4436294,-4.419216527,-5.48263027,-3.041166595,-0.841223485,4.407463379,,7.511347033,4.712543661,-1.519980652,-2.316615404,-9.500637829,-7.052097666,-8.052766579,-3.375741971,2.902724427,-7.999282256,-1.116648493
01/04/2011,12.51043643,7.833791542,-2.08698969,-8.176868188,-3.594666796,,-3.991505057,0.269100917,3.979536865,,8.410027255,5.513441536,-1.14213681,-2.035059081,-6.763385983,-8.815673106,-8.46123874,-2.474839003,2.370801947,-8.469175693,-1.266947744
25/03/2011,10.71716965,7.770344407,-1.955530232,-8.919982417,-3.093623901,,-5.271286966,-1.150233183,5.572684977,,8.597098549,6.492238992,-2.016461587,-0.198133756,-6.384658885,-10.20643881,-10.32143993,-0.987673251,-0.248458108,-8.116610047,-1.709082768
18/03/2011,11.44703876,7.202274007,-0.251079567,-7.248660848,-2.514146634,,-4.530145898,-2.349121527,5.505544293,,9.77159531,5.385355893,-1.630044313,0.460681102,-6.232921811,-9.696544348,-9.942642224,-0.628541353,-1.758578878,-6.502588736,-3.882719357
11/03/2011,12.27401594,6.229694378,-0.610595294,-5.817146294,-3.566033649,-4.313692109,-5.418463108,-1.486920363,2.854985636,,7.854157706,6.723718593,-0.375834193,1.437170111,-4.273294463,-8.910425316,-9.936521496,-0.43584504,-1.40508422,-5.855571999,-4.720858848
04/03/2011,12.31753269,7.408211816,-0.928893167,-4.285156445,-3.313106621,,-6.286425071,-0.696081104,3.840452991,,8.228840804,6.679821963,-1.57250502,0.822537204,-4.413440339,-7.509849447,-9.444952923,-0.336276092,-1.720256397,-6.29016492,-5.301618428
25/02/2011,12.17606589,7.330024279,-1.939940703,-2.440311584,-4.502003424,,-5.580053856,-0.276207161,4.168981395,,7.706772308,6.856164382,-0.832414055,1.500343357,-3.669055377,-8.400484755,-9.941636275,0.423218134,-3.039869953,-5.532390168,-3.932762644
18/02/2011,10.35116873,7.058228953,-1.864368649,-1.223498969,-5.558853216,,-5.526799459,-0.421160546,3.635742758,,6.47471503,8.338734293,0.494041324,3.920161321,-3.563153423,-7.565418091,-8.942191838,1.515242801,-3.765890241,-4.601302138,-2.973769352
11/02/2011,9.261634747,6.312505549,-1.122350854,-0.465502913,-4.794248871,-1.399780738,-3.662438625,0.417653558,3.765493741,,7.610019053,8.246326018,0.657351598,3.201871731,-3.912669579,-7.237060109,-8.551988337,0.875409572,-3.642496076,-4.135343162,-4.317002992
04/02/2011,9.71147676,6.818390618,-1.444289252,-0.455330059,-3.845207543,,-2.224503886,0.080537656,4.694235694,,8.307308722,7.501086996,0.093449661,2.44404597,-2.286330382,-6.837204756,-8.080704656,1.838987524,-3.429730471,-3.943521471,-5.62603689
28/01/2011,9.869584234,7.99191857,-2.779247893,0.017339109,-3.931210241,,-2.34034399,0.315275089,5.273917252,,9.444020732,5.339242229,-0.916504252,2.452244717,-2.86902457,-7.53789065,-9.085256195,2.183143373,-3.519981776,-2.105075494,-5.856878146
21/01/2011,10.27381815,7.104905419,-1.968701418,-1.785211698,-3.968560001,,-2.15617599,0.16096733,6.495935962,,8.323091637,8.08326476,-0.220005378,1.796665465,-1.638220519,-7.944645039,-8.312955457,4.589219448,-3.166012482,-1.630913006,-6.167841978
14/01/2011,8.909748994,7.55500117,-4.027608454,-1.971377807,,,-2.638356012,0.864934272,5.923648185,,9.029137306,7.043334561,1.9737378,1.635223746,,-7.96296266,-8.482301887,4.755760554,-2.89625167,-3.847976854,-4.792182662
07/01/2011,7.718573481,6.795073501,-3.080695845,-2.048334111,-6.224135928,0.065293098,-2.079548253,1.151732381,4.738428749,,8.619611412,6.741475362,1.304388071,1.409470502,,-8.366431906,-8.652238512,4.696825866,-3.509422392,-4.562396859,-6.097417127
31/12/2010,9.230332799,6.317483281,-2.538548207,-2.369782339,-7.301186277,,-1.507528577,-0.183893263,3.582837971,,7.171499034,6.044344194,1.343842705,0.523522374,,-6.365962728,-8.656612728,4.758079758,-4.476578473,-5.387889181,-6.295228072
24/12/2010,8.852999508,7.477472196,-2.27718955,-0.601078756,-6.924808678,,-2.439158951,-0.594554488,3.991264365,,7.780134314,5.056717826,1.381643336,2.176943744,,-5.517703753,-9.217399654,5.734002487,-2.931435746,-4.038765067,-4.936439477
17/12/2010,7.802121953,6.378293858,-2.187707913,-1.836658123,-6.660952776,,-3.863404823,-0.982518621,2.444126459,,7.840001078,5.238726932,2.443404871,2.333029678,,-6.763647496,-9.016744179,4.861813205,-3.36019936,-3.076921754,-3.658894617
10/12/2010,6.777666259,6.029678557,-1.249179769,-1.185559761,-6.39396081,,-1.733953453,-0.997165129,2.442275612,,7.215873012,4.185099584,3.377464737,2.466747555,,-6.576163716,-9.164414797,5.521404774,-2.845056185,-2.109426802,-4.208330739
03/12/2010,7.540504522,6.706097271,-2.442042674,-1.41477968,-6.926789683,5.798842773,-1.903147933,-0.676990429,3.377998496,,5.539138243,4.474038349,3.958932593,1.690629485,,-7.704842923,-7.675215495,4.083702855,-2.461423375,-2.120172392,-3.271413383
26/11/2010,9.485578654,7.968031462,-2.856740104,-1.856169465,-6.120775984,,-2.752289406,-0.619513508,4.824809485,,2.818543359,4.193551672,3.314662669,0.267138345,,-7.294998271,-7.394072679,3.501181703,-4.00489345,-2.345395984,-2.85642509
19/11/2010,10.37663988,9.091099388,-4.470981165,-1.808468044,-4.651315817,,-3.204167798,0.23274295,2.143629051,,3.705896226,4.925372518,4.508629359,0.234508165,,-7.616403933,-7.600048269,3.825564364,-3.473076439,-1.209310622,-2.036114313
12/11/2010,12.97744006,9.047032252,-3.22942951,-2.536422805,-4.097888395,,-1.74516221,0.550059074,3.134772129,,2.712921358,4.493115147,3.493540908,-1.221634954,,-6.079401287,-9.479687253,4.50602384,-6.116507207,0.6590231,-3.131754377
05/11/2010,13.26095207,9.958617715,-4.070523736,-2.637021538,-4.957089869,8.388935224,-2.523475067,0.190269877,3.872173938,,4.504642296,5.5814569,5.010911819,-2.079809496,,-5.531668974,-9.860016317,5.910749104,-5.961260513,0.362205222,-1.972411641
29/10/2010,11.01412131,9.488346095,-2.59181387,-2.69773539,-3.84967426,,-3.945503059,1.259495098,2.41954827,,6.57311474,6.010236552,6.45368006,-2.7370547,,-6.847798783,-9.572322765,5.484788423,-3.835363141,0.006506996,-0.395058747
22/10/2010,11.69608226,9.014438252,-2.443404974,-1.800859154,-2.732551263,,-1.01773001,1.642101071,0.041656562,,6.215954881,5.093180814,6.156678303,-2.655390209,,-6.275902298,-9.11589355,4.796072219,-3.086063083,-0.589842472,-0.944884605
15/10/2010,14.89036557,9.805067685,-2.572949145,-1.855057869,-2.180459608,,-0.053598252,1.731383955,1.171225,,5.504204975,6.027737218,4.904230232,-3.560613281,,-5.505640606,-8.269489837,3.44430982,-3.849290173,1.226430147,-2.656979393
08/10/2010,13.63240162,10.22598878,-0.847110381,-1.862513078,-3.243288597,,-1.870340018,-0.09817388,1.122065634,,4.924563718,6.973570842,4.410155223,-4.575063166,,-5.703013635,-10.66442835,2.969352717,-4.660142672,2.179098204,-2.379972928
01/10/2010,16.51140417,9.034915535,-0.976307515,-1.783864367,-4.354648518,8.172147634,-1.279468763,1.053383331,0.992582235,,3.70298636,7.189332171,5.16505334,-2.344146178,,-5.956758673,-10.66207844,4.113171604,-4.905427466,1.359735009,-1.022555834
24/09/2010,16.27204395,8.70429864,-0.904592306,-2.407895723,-5.804151096,,-1.737097903,1.339928449,0.193399639,,4.380033505,6.644396129,4.629935349,-2.756401218,,-5.373466752,-13.31400579,5.100735244,-5.256053164,0.957821586,-1.501017302
17/09/2010,17.12003154,7.461633279,-1.895721239,-1.106521761,-5.370892076,,-0.770068421,0.416754868,-0.122068734,,5.89196406,7.415621039,3.183367827,-2.331636244,,-4.267818886,-13.68918138,5.231730056,-5.136102009,0.625425941,-2.755799936
10/09/2010,18.6472896,7.307783651,-1.876523101,0.20197305,-3.578742721,,0.620802683,-1.370414678,0.038259058,,4.685145163,7.939203565,3.426636422,-2.258200006,,-3.819544814,-13.80205327,5.311239861,-6.272992568,-0.578118332,0.007880014
03/09/2010,17.53209783,7.907209831,-1.28117169,0.969540718,-3.453950708,9.204210896,0.612865226,,-1.218468336,,4.114067454,8.714968729,2.981536769,-2.349516066,,-2.410496386,-14.21232517,6.960549653,-5.729882663,-1.454360451,-1.344135759
27/08/2010,19.87096861,8.03034557,-1.663633183,1.140052719,,,-1.224386864,,-0.693285911,,2.997179674,8.29396818,3.499691141,-3.382656531,,-5.236797339,-13.67238254,7.874387767,-5.118923649,-1.303864451,-1.265035394
20/08/2010,15.9910538,8.036345272,-2.183403449,-0.329759574,-2.77224604,,-2.051930022,,-2.188125678,,3.669539739,9.389418869,2.71402139,-4.638126303,,-6.287925413,-14.56062819,8.009175646,-5.328957369,-0.834588272,-1.510468138
13/08/2010,15.78104602,7.853133981,-4.251574134,0.241195798,-5.374158749,,-0.844520735,,-4.206027412,,2.679144782,7.816255612,2.678958237,-5.677387559,,-4.810329703,-12.96163483,5.704264211,-6.460569573,-1.223881945,-1.183085832
06/08/2010,13.04864355,6.826713194,-2.111102031,0.007482865,-5.727480021,7.691141007,-1.290939621,,-4.733254425,,1.712812166,8.663085992,1.592969598,-5.686861932,,-6.195167154,-13.24780831,3.323704593,-5.90204703,-1.144834954,0.508677994
30/07/2010,12.99875499,4.994191696,-2.910203425,2.397206697,-4.802185134,,-0.33271799,,-5.188957349,,2.52706819,8.122928083,-0.663470547,-5.071658166,,-3.146565237,-11.91815493,4.264497443,-7.264286653,-0.753576017,1.048117387
23/07/2010,11.79830559,6.109749805,-2.551935971,1.224350668,-4.429468722,,0.616262604,,-5.260229617,,2.950034818,7.212940349,-1.947931032,-5.872373203,,-3.265129067,-11.91591717,3.845293118,-8.262497195,-1.642301171,0.388343168
16/07/2010,10.805066,5.866765818,-3.89196572,1.244316098,-4.160282077,,-0.53512487,,-7.231170713,,2.294537044,7.23445033,-1.639788881,-7.198166766,,-3.442401903,-11.07780074,5.164919687,-7.082604595,-2.552810625,0.358784003
09/07/2010,11.31819508,4.835520592,-2.071007868,1.771191165,-1.988257341,,-0.611564891,,-6.684241918,,2.330063085,6.114934612,-1.000957543,-7.261993702,,-4.168337698,-11.6346149,4.889541816,-6.994921473,-2.880973294,0.73072393
02/07/2010,9.129464418,3.57830892,-4.057178304,2.055227047,-1.325348108,4.065968664,-1.587385148,,-5.330702539,,2.688692877,6.401091575,-0.434842483,-6.988189276,,-5.109007312,-12.19507018,4.141299332,-6.206420453,-4.347827062,2.067711564
25/06/2010,8.545149439,3.248925243,-2.692005286,1.262260298,-0.689445593,,-1.404585898,,-5.730239629,,2.757620361,6.194842494,-1.873300143,-8.004471642,,-5.105664655,-10.61173898,4.050908985,-5.582315777,-4.288799209,2.620157711
18/06/2010,7.574865999,1.626412269,-3.919671641,1.652964337,-0.515417004,,-1.357393716,,-6.073858538,,1.441191256,7.035689646,-0.539906825,-8.049432448,,-5.905221388,-10.20024428,3.521764146,-4.764623465,-4.760205548,1.791337638
11/06/2010,5.761912734,1.446655167,-3.49987782,2.104298477,-0.723680447,,-0.371564578,,-6.754846005,,-1.099935267,7.832163364,0.513372239,-6.506436067,,-3.703182729,-8.798970895,3.777918428,-3.455175527,-4.297603369,3.191996164
04/06/2010,5.559576395,1.325505639,-4.803877567,0.814337457,-0.976661938,1.244415505,-0.535643286,,-6.168650881,,-2.338092004,6.294873026,0.624199381,-5.057647859,,-3.701645544,-8.236609383,3.057839058,-3.846707932,-6.310696102,2.288166641
28/05/2010,3.95294218,1.233865098,-4.86384165,0.518536754,,,-2.387506083,,-5.726133766,,-2.429840633,6.897099123,0.931622285,-5.660336172,,-4.789535459,-7.341988404,3.326616383,-2.697489673,-6.752649862,3.532113415
21/05/2010,3.024272734,0.253528578,-4.491870261,1.089492535,-0.638418977,,-1.6860855,,-4.156392962,,-3.306133851,6.392281362,0.266045873,-5.65939937,,-4.024130646,-6.091466273,4.456570475,-3.942644751,-7.43007588,1.8905705
14/05/2010,2.230612214,0.485017514,-3.787744603,0.182658203,-0.738968862,,-2.512186997,,-2.99406387,,-3.575932387,5.381957278,0.570034557,-5.630577742,,-0.924778558,-5.306272726,2.511023669,-1.861162223,-7.043982556,0.079529783
07/05/2010,2.360330121,-0.70538683,-2.87407905,0.229246448,-1.227432071,-0.238854303,-2.016670271,,-2.580581697,,-2.935737084,5.18910923,0.381475977,-4.819364185,,-3.495762191,-5.03279817,1.701856919,-1.945466515,-7.073001966,-0.659561055
30/04/2010,1.176637097,-2.657296564,-1.903583748,1.706680598,-1.783704692,,-1.06036787,,-2.711129077,,-2.285703646,5.20224587,2.140899387,-4.226367594,,-3.29783873,-4.654287848,2.780028144,-1.798688353,-6.153625278,0.524300994
23/04/2010,0.130861836,-2.471206881,-4.64329932,2.632868773,-1.358672705,,-1.760203022,,-2.345080611,,-2.753528951,4.673532785,2.829489402,-4.739245411,,-4.559133743,-2.155329026,3.511385125,-0.268595596,-5.02071601,-0.026869389
16/04/2010,0.317311246,-2.620726388,-4.210666966,1.844831857,-1.756646847,,-1.123603934,,-2.914159615,,-3.238471089,2.326524055,2.354375408,-5.605077061,,-5.310763075,-1.708162632,4.342064071,-0.361065433,-3.928320771,0.826219665
09/04/2010,-0.394359429,-1.667457181,-2.432921152,2.868247349,-0.733732982,,0.053290128,,-2.278995377,,-0.567001099,2.967256169,4.514191732,-3.617887742,,-5.76909729,-1.075469182,3.199607223,0.844305243,-3.374889593,1.557394876
02/04/2010,0.35198837,-0.992433889,-1.354417766,3.073198829,-1.206235326,-5.48263027,-0.225332284,,-1.830950184,,-0.366915598,0.438403351,4.471598911,-3.378428962,,-4.366012134,-0.256005132,3.004721365,0.350575025,-0.815263163,2.138158935
26/03/2010,0.27523172,-2.070291467,-1.136677396,3.212527526,-2.313229867,,-1.815208673,,-0.954249664,,-0.334837269,1.059158964,3.084139655,-2.021955412,,-5.25420225,2.22015768,3.728994759,0.538614658,0.177821649,3.04172244
19/03/2010,0.404633401,-1.864691956,-0.417522799,4.629163707,,,-2.351371795,,-1.95185843,,-0.04492122,1.15530358,2.910147289,-1.164303776,,-7.118283507,1.921398889,3.704579891,1.097702254,0.038962358,3.736291502
12/03/2010,-0.31858898,-1.66377852,-0.00181141,6.401914632,-0.629473851,,-2.281367752,,-1.131656887,,-1.791645567,1.993249608,3.257623991,0.976718018,,-6.895078643,1.908040739,2.855582353,2.576635781,1.658004104,2.237684146
05/03/2010,-0.361286454,-0.039380616,1.143405439,,-0.33428494,-4.313692109,-1.393700719,,-0.65296734,,-1.956389947,0.755247563,2.672709121,0.773311321,,-6.101338795,2.249067995,1.453231179,2.965945095,1.230898078,1.412356453
26/02/2010,-0.499341247,0.606601277,0.989874155,,0.787183746,,-1.823229184,,0.060515125,,-2.077661212,0.998725174,0.967464495,-0.658716871,,-5.561487454,1.994361221,0.894367995,1.538106748,0.34175003,0.752880309
19/02/2010,-0.399491413,0.529494219,2.260837475,,0.743807982,,-0.309313761,,1.171623074,,-2.294316053,1.008631246,0.344034292,-0.868653889,,-4.700451479,1.38946806,-0.092016109,-0.151088734,0.700660856,-0.68880395
12/02/2010,-0.220995892,1.295067818,3.869082228,,-0.150746554,,-0.685420625,,2.908219494,,-1.468324531,0.244239827,0.157845696,-1.667318025,,-2.685302297,1.235870439,-0.184073715,-0.51360145,0.801350829,-1.000080627
05/02/2010,0.482116805,2.329723284,4.164893534,,0.063793392,-1.399780738,0.802399969,,2.196387851,,-2.540624742,0.100871572,-1.630216472,-1.578441723,,-1.020931681,1.023736434,-1.792142946,1.046668775,-0.98769826,-2.455204723
29/01/2010,0.598257679,2.4347592,2.472501819,,-0.934033879,,0.46620664,,2.996344799,,-0.572480989,1.414966852,-2.442830892,-0.570883886,,-0.319190291,-0.020564992,-2.036466399,0.043814436,0.39486741,-1.242156858
22/01/2010,0.114647404,2.776880664,2.482580955,,-0.871747055,,-0.625356162,,3.863418409,,0.254375927,-1.011879689,-2.800111814,0.209408138,,-2.112922515,-0.705145658,-1.793266659,-0.66125488,0.771390675,-0.572507447
15/01/2010,-0.025036115,0.960667646,2.326329597,,-0.272851737,,-1.243521935,,2.827050271,,-0.415800117,-1.07775175,-1.54791858,-0.747066749,,-2.065447639,-0.970984595,-1.423075295,-1.008873518,0.774269619,-1.094347681
08/01/2010,0.20385601,1.400901496,0.74272372,,0.255323564,,-0.070681535,,0.673539363,,-0.252925766,-0.29846157,-1.435198923,-0.487975042,,-0.078453918,0.601433807,-1.422356272,-0.478586156,-0.430883865,-1.312862419
01/01/2010,-0.147071564,1.641040161,0.020075904,,0.793481975,0.065293098,-0.354259409,,0.474356882,,-1.048786086,0.448536069,-0.007641737,-0.959082724,,0.290823231,1.133999724,-0.342395158,0.545418447,0.463179264,0.316677015
